wo_id,asset_id,technician_id,wo_type,priority,status,description,created_at,started_at,completed_at,downtime_hours,failure_code
WO-00352,AST-0026,,Corrective,Critical,Open,Electrical fault trace,2023-05-17 18:00:00,,,,ELE-003
WO-00353,AST-0025,,Corrective,High,Open,Hydraulic leak repair,2023-06-01 09:00:00,,,,MEC-001
WO-00354,AST-0026,TECH-0010,Inspection,High,Completed,Pre-flight walkaround,2023-10-15 19:00:00,2023-10-15 21:10:56,2023-10-16 08:58:56,4.82,
WO-00355,AST-0002,TECH-0001,Emergency,Medium,Cancelled,Critical avionics failure,2023-12-17 11:00:00,2023-12-17 18:44:37,,,ELE-002
WO-00356,AST-0024,TECH-0020,Corrective,Low,Completed,Electrical fault trace,2023-04-26 20:00:00,2023-04-27 01:15:12,2023-04-30 09:11:19,37.63,
WO-00357,AST-0014,TECH-0009,Inspection,High,Completed,NDT check,2023-12-16 07:00:00,2023-12-16 08:54:08,2023-12-16 22:57:05,4.24,
WO-00358,AST-0002,TECH-0020,Preventive,Medium,Completed,Filter replacement,2023-06-19 13:00:00,2023-06-19 18:49:21,2023-06-20 17:31:21,5.86,
WO-00359,AST-0006,TECH-0014,Corrective,Medium,Completed,Engine vibration fix,2023-12-29 11:00:00,2023-12-29 15:26:25,2024-01-03 23:39:57,80.65,HYD-002
WO-00360,AST-0018,TECH-0001,Preventive,Low,Completed,Scheduled 500-hr inspection,2023-06-19 11:00:00,2023-06-19 13:42:06,2023-07-03 01:30:30,123.01,
WO-00361,AST-0030,TECH-0004,Corrective,Medium,Completed,Engine vibration fix,2023-11-11 20:00:00,2023-11-12 01:09:30,2023-11-18 02:52:26,37.41,ELE-003
WO-00362,AST-0007,TECH-0011,Corrective,High,Completed,Hydraulic leak repair,2023-07-11 14:00:00,2023-07-11 20:31:16,2023-07-12 02:06:37,4.02,HYD-002
WO-00363,AST-0014,TECH-0004,Preventive,Low,Completed,Lubrication service,2023-01-04 16:00:00,2023-01-04 16:59:27,2023-01-10 04:03:44,90.7,
WO-00364,AST-0003,TECH-0005,Corrective,Medium,Cancelled,Hydraulic leak repair,2023-08-11 16:00:00,2023-08-11 22:37:32,,,AVN-001
WO-00365,AST-0009,,Inspection,Critical,Open,Pre-flight walkaround,2023-04-02 18:00:00,,,,
WO-00366,AST-0018,TECH-0001,Corrective,High,Completed,Hydraulic leak repair,2023-07-18 13:00:00,2023-07-18 18:13:35,2023-07-18 23:19:50,2.75,
WO-00367,AST-0010,TECH-0015,Inspection,Critical,Completed,Annual compliance check,2023-07-03 20:00:00,2023-07-04 00:16:16,2023-07-04 03:07:44,1.39,
WO-00368,AST-0021,TECH-0005,Corrective,Medium,Completed,Landing gear snag,2023-10-01 09:00:00,2023-10-01 10:31:22,2023-10-03 19:59:13,25.09,
WO-00369,AST-0002,TECH-0001,Inspection,Low,Completed,Annual compliance check,2023-11-28 11:00:00,2023-11-28 18:40:49,2023-12-04 18:30:03,16.27,
WO-00370,AST-0008,TECH-0020,Corrective,Low,Completed,Landing gear snag,2023-06-26 09:00:00,2023-06-26 12:35:41,2023-06-30 14:46:35,12.64,ELE-002
WO-00371,AST-0003,TECH-0010,Preventive,Medium,Completed,Scheduled 500-hr inspection,2023-01-28 19:00:00,2023-01-29 01:07:58,2023-02-03 12:24:31,67.7,
WO-00372,AST-0029,TECH-0007,Preventive,High,Completed,Filter replacement,2023-06-19 11:00:00,2023-06-19 12:27:41,2023-06-19 19:03:44,3.27,
WO-00373,AST-0006,TECH-0001,Corrective,High,Completed,Landing gear snag,2023-12-22 15:00:00,2023-12-22 16:38:34,2023-12-23 11:58:53,14.83,ELE-002
WO-00374,AST-0015,TECH-0012,Inspection,Medium,Completed,NDT check,2023-05-22 19:00:00,2023-05-22 22:11:46,2023-05-24 06:30:01,12.4,
WO-00375,AST-0024,TECH-0003,Corrective,High,Completed,Hydraulic leak repair,2023-02-11 19:00:00,2023-02-11 21:36:16,2023-02-14 05:41:28,8.81,HYD-001
WO-00376,AST-0029,TECH-0018,Inspection,Medium,Completed,Annual compliance check,2023-10-24 12:00:00,2023-10-24 18:16:08,2023-10-25 10:38:54,3.41,
WO-00377,AST-0012,TECH-0017,Corrective,High,Completed,Hydraulic leak repair,2023-10-29 17:00:00,2023-10-29 23:55:43,2023-10-30 13:44:56,1.0,
WO-00378,AST-0005,TECH-0015,Preventive,Low,Cancelled,Lubrication service,2023-12-17 08:00:00,2023-12-17 14:10:44,,,
WO-00379,AST-0008,TECH-0003,Preventive,Low,Completed,Filter replacement,2023-03-16 17:00:00,2023-03-16 22:59:24,2023-03-24 09:10:32,108.55,
WO-00380,AST-0015,TECH-0002,Corrective,Critical,In Progress,Hydraulic leak repair,2023-07-04 12:00:00,2023-07-04 16:01:21,,,
WO-00381,AST-0013,TECH-0012,Preventive,Medium,Completed,Scheduled 500-hr inspection,2023-05-21 19:00:00,2023-05-22 01:03:51,2023-05-23 22:15:10,13.62,
WO-00382,AST-0020,TECH-0001,Corrective,Medium,Completed,Electrical fault trace,2023-09-22 12:00:00,2023-09-22 15:08:48,2023-09-27 19:43:40,48.05,AVN-001
WO-00383,AST-0008,TECH-0014,Preventive,Critical,Completed,Filter replacement,2023-04-19 08:00:00,2023-04-19 09:54:06,2023-04-19 12:51:13,0.28,
WO-00384,AST-0019,TECH-0019,Inspection,Medium,Completed,Borescope inspection,2023-04-18 15:00:00,2023-04-18 16:42:33,2023-04-21 19:08:00,2.57,
WO-00385,AST-0019,TECH-0001,Preventive,Medium,Completed,Filter replacement,2023-03-17 06:00:00,2023-03-17 07:44:51,2023-03-22 15:32:41,41.45,
WO-00386,AST-0019,TECH-0006,Emergency,High,Completed,Critical avionics failure,2023-08-30 19:00:00,2023-08-30 23:06:45,2023-08-31 11:18:22,1.39,ELE-001
WO-00387,AST-0028,TECH-0017,Inspection,High,Completed,Annual compliance check,2023-10-30 07:00:00,2023-10-30 09:13:24,2023-10-30 15:58:40,1.09,
WO-00388,AST-0026,TECH-0018,Inspection,Medium,In Progress,Pre-flight walkaround,2023-11-11 15:00:00,2023-11-11 15:47:33,,,
WO-00389,AST-0014,TECH-0012,Preventive,Medium,Completed,Scheduled 500-hr inspection,2023-10-04 19:00:00,2023-10-04 19:30:32,2023-10-10 20:47:36,50.15,
WO-00390,AST-0027,TECH-0019,Corrective,Medium,Completed,Hydraulic leak repair,2023-09-04 18:00:00,2023-09-05 00:15:54,2023-09-07 10:06:52,42.02,MEC-002
WO-00391,AST-0018,TECH-0014,Preventive,Medium,In Progress,Filter replacement,2023-02-12 10:00:00,2023-02-12 14:59:13,,,
WO-00392,AST-0011,TECH-0014,Preventive,Medium,Completed,Filter replacement,2023-10-23 14:00:00,2023-10-23 15:23:01,2023-10-25 17:07:45,27.37,
WO-00393,AST-0013,TECH-0007,Preventive,Medium,Completed,Torque check,2023-05-14 19:00:00,2023-05-14 23:31:14,2023-05-16 22:57:44,37.64,
WO-00394,AST-0010,TECH-0019,Corrective,Medium,In Progress,Landing gear snag,2023-10-14 14:00:00,2023-10-14 18:07:41,,,
WO-00395,AST-0007,TECH-0017,Inspection,Medium,Completed,Annual compliance check,2023-12-04 07:00:00,2023-12-04 13:06:30,2023-12-06 17:16:17,6.75,
WO-00396,AST-0027,TECH-0005,Inspection,Low,Completed,Annual compliance check,2023-12-17 17:00:00,2023-12-17 17:53:25,2023-12-22 11:36:39,73.18,
WO-00397,AST-0003,,Emergency,Medium,Open,AOG engine fault,2023-04-24 11:00:00,,,,
WO-00398,AST-0021,TECH-0016,Corrective,Low,Completed,Engine vibration fix,2023-09-24 10:00:00,2023-09-24 15:50:13,2023-10-01 00:35:50,100.24,HYD-001
WO-00399,AST-0006,TECH-0002,Preventive,Medium,Completed,Filter replacement,2023-05-27 09:00:00,2023-05-27 09:45:07,2023-05-29 04:00:21,7.83,
WO-00400,AST-0022,TECH-0013,Preventive,Critical,In Progress,Torque check,2023-05-22 18:00:00,2023-05-22 21:29:44,,,
WO-00401,AST-0012,TECH-0012,Corrective,Medium,Completed,Landing gear snag,2023-02-05 20:00:00,2023-02-05 21:10:34,2023-02-08 08:23:00,43.34,ELE-002
WO-00402,AST-0010,TECH-0011,Corrective,High,Completed,Hydraulic leak repair,2023-10-22 06:00:00,2023-10-22 08:27:29,2023-10-22 15:10:28,0.39,
WO-00403,AST-0025,TECH-0011,Corrective,High,Completed,Engine vibration fix,2023-10-22 10:00:00,2023-10-22 15:42:23,2023-10-24 11:58:49,27.27,
WO-00404,AST-0003,,Corrective,Medium,Open,Engine vibration fix,2023-03-01 10:00:00,,,,
WO-00405,AST-0008,TECH-0010,Inspection,High,Completed,Pre-flight walkaround,2023-06-11 12:00:00,2023-06-11 19:39:57,2023-06-12 00:38:27,3.31,
WO-00406,AST-0006,TECH-0007,Corrective,Medium,Completed,Engine vibration fix,2023-10-11 20:00:00,2023-10-11 21:50:19,2023-10-13 00:02:28,12.03,
WO-00407,AST-0004,TECH-0004,Preventive,Medium,Completed,Scheduled 500-hr inspection,2023-04-16 09:00:00,2023-04-16 11:01:14,2023-04-18 10:49:29,5.97,
WO-00408,AST-0029,TECH-0019,Corrective,Medium,Completed,Landing gear snag,2023-10-05 06:00:00,2023-10-05 12:51:36,2023-10-06 20:17:33,22.58,AVN-001
WO-00409,AST-0018,TECH-0002,Preventive,Low,Completed,Filter replacement,2023-07-23 09:00:00,2023-07-23 15:07:34,2023-07-27 18:58:08,33.8,
WO-00410,AST-0011,TECH-0001,Corrective,Medium,In Progress,Hydraulic leak repair,2023-03-03 17:00:00,2023-03-03 21:23:11,,,
WO-00411,AST-0020,TECH-0011,Preventive,Medium,Completed,Filter replacement,2023-11-10 19:00:00,2023-11-10 21:26:51,2023-11-12 00:39:11,10.26,
WO-00412,AST-0019,TECH-0008,Preventive,Medium,Completed,Scheduled 500-hr inspection,2023-07-10 11:00:00,2023-07-10 17:54:26,2023-07-11 18:01:17,2.53,
WO-00413,AST-0006,TECH-0014,Inspection,Low,Completed,Annual compliance check,2023-07-15 09:00:00,2023-07-15 10:35:37,2023-07-24 00:16:47,132.57,
WO-00414,AST-0002,TECH-0013,Preventive,Low,Completed,Scheduled 500-hr inspection,2023-10-01 17:00:00,2023-10-01 19:52:04,2023-10-04 13:05:26,44.8,
WO-00415,AST-0018,TECH-0018,Corrective,Critical,Completed,Landing gear snag,2023-09-01 19:00:00,2023-09-02 00:13:26,2023-09-02 02:01:40,0.52,MEC-001
WO-00416,AST-0010,TECH-0012,Preventive,High,Completed,Filter replacement,2023-11-07 09:00:00,2023-11-07 13:49:35,2023-11-08 04:19:05,11.35,
WO-00417,AST-0021,TECH-0011,Corrective,Medium,Completed,Engine vibration fix,2023-02-10 12:00:00,2023-02-10 17:06:08,2023-02-13 11:09:30,45.88,
WO-00418,AST-0020,TECH-0013,Corrective,Medium,Completed,Landing gear snag,2023-02-10 08:00:00,2023-02-10 11:04:37,2023-02-12 12:44:23,28.23,AVN-001
WO-00419,AST-0022,TECH-0009,Inspection,Low,Completed,Pre-flight walkaround,2023-09-24 13:00:00,2023-09-24 16:36:17,2023-09-26 05:06:56,21.26,
WO-00420,AST-0002,,Preventive,Medium,Open,Scheduled 500-hr inspection,2023-08-31 14:00:00,,,,
WO-00421,AST-0003,TECH-0013,Inspection,Medium,Cancelled,NDT check,2023-02-23 10:00:00,2023-02-23 15:08:08,,,
WO-00422,AST-0030,TECH-0011,Preventive,Medium,Completed,Torque check,2023-03-06 08:00:00,2023-03-06 12:27:02,2023-03-07 04:44:56,4.65,
WO-00423,AST-0015,TECH-0019,Corrective,Low,Completed,Engine vibration fix,2023-10-08 13:00:00,2023-10-08 14:30:48,2023-10-21 06:24:49,143.64,STR-001
WO-00424,AST-0005,TECH-0010,Corrective,Medium,Completed,Hydraulic leak repair,2023-09-04 14:00:00,2023-09-04 16:12:12,2023-09-05 23:13:42,10.23,HYD-001
WO-00425,AST-0023,TECH-0016,Corrective,Low,In Progress,Engine vibration fix,2023-05-27 13:00:00,2023-05-27 17:30:47,,,ELE-003
WO-00426,AST-0013,TECH-0008,Preventive,Medium,Completed,Lubrication service,2023-04-29 18:00:00,2023-04-29 18:33:14,2023-05-01 07:11:16,16.43,
WO-00427,AST-0020,TECH-0009,Inspection,Medium,Completed,NDT check,2023-04-23 10:00:00,2023-04-23 11:05:38,2023-04-25 05:23:27,27.07,
WO-00428,AST-0015,TECH-0009,Corrective,Medium,Completed,Engine vibration fix,2023-04-07 19:00:00,2023-04-07 20:00:48,2023-04-08 16:22:21,7.42,ELE-002
WO-00429,AST-0010,TECH-0009,Preventive,High,Cancelled,Lubrication service,2023-01-12 08:00:00,2023-01-12 15:47:32,,,
WO-00430,AST-0011,TECH-0014,Inspection,Medium,In Progress,NDT check,2023-03-19 06:00:00,2023-03-19 10:12:06,,,
WO-00431,AST-0009,TECH-0013,Inspection,Medium,Completed,Pre-flight walkaround,2023-12-23 18:00:00,2023-12-23 18:44:16,2023-12-26 01:40:07,6.42,
WO-00432,AST-0013,TECH-0015,Corrective,High,Completed,Electrical fault trace,2023-05-09 19:00:00,2023-05-09 22:21:42,2023-05-10 20:42:16,12.77,
WO-00433,AST-0030,TECH-0011,Emergency,High,Completed,Emergency hydraulic failure,2023-02-18 14:00:00,2023-02-18 19:29:42,2023-02-19 07:17:57,9.08,
WO-00434,AST-0022,TECH-0007,Inspection,Medium,Completed,Pre-flight walkaround,2023-03-04 10:00:00,2023-03-04 14:06:33,2023-03-05 23:58:20,1.41,
WO-00435,AST-0004,,Preventive,Medium,Open,Torque check,2023-05-22 15:00:00,,,,
WO-00436,AST-0023,,Inspection,Critical,Open,Borescope inspection,2023-12-20 13:00:00,,,,
WO-00437,AST-0030,TECH-0002,Corrective,Critical,In Progress,Hydraulic leak repair,2023-02-16 16:00:00,2023-02-16 21:08:23,,,MEC-001
WO-00438,AST-0026,TECH-0015,Corrective,Medium,Completed,Electrical fault trace,2023-03-06 13:00:00,2023-03-06 15:14:42,2023-03-13 04:24:35,95.14,HYD-001
WO-00439,AST-0018,TECH-0010,Corrective,Medium,In Progress,Engine vibration fix,2023-01-21 13:00:00,2023-01-21 18:47:58,,,ELE-002
WO-00440,AST-0017,TECH-0005,Corrective,Medium,Completed,Engine vibration fix,2023-08-28 10:00:00,2023-08-28 17:00:26,2023-08-31 05:52:39,7.81,ELE-003
WO-00441,AST-0025,TECH-0020,Inspection,Medium,Completed,Borescope inspection,2023-11-23 14:00:00,2023-11-23 17:20:34,2023-11-24 08:45:13,10.56,
WO-00442,AST-0016,TECH-0018,Preventive,Critical,Cancelled,Lubrication service,2023-07-18 09:00:00,2023-07-18 13:25:49,,,
WO-00443,AST-0028,TECH-0002,Corrective,High,Completed,Electrical fault trace,2023-02-26 07:00:00,2023-02-26 11:25:26,2023-02-27 07:15:26,2.06,HYD-002
WO-00444,AST-0008,TECH-0020,Corrective,Critical,Completed,Hydraulic leak repair,2023-07-18 16:00:00,2023-07-18 20:10:27,2023-07-18 22:44:42,0.1,HYD-001
WO-00445,AST-0014,TECH-0012,Emergency,High,Completed,AOG engine fault,2023-02-10 13:00:00,2023-02-10 19:30:27,2023-02-11 10:21:07,11.14,STR-002
WO-00446,AST-0007,,Preventive,Critical,Open,Scheduled 500-hr inspection,2023-06-05 07:00:00,,,,
WO-00447,AST-0018,TECH-0014,Preventive,High,Completed,Scheduled 500-hr inspection,2023-04-09 14:00:00,2023-04-09 19:25:35,2023-04-10 17:16:53,9.76,
WO-00448,AST-0017,TECH-0011,Inspection,Medium,Completed,Borescope inspection,2023-12-26 16:00:00,2023-12-26 19:42:11,2023-12-29 04:53:45,25.16,
WO-00449,AST-0014,TECH-0011,Corrective,Medium,Completed,Electrical fault trace,2023-06-11 14:00:00,2023-06-11 21:56:09,2023-06-13 08:24:31,21.07,STR-002
WO-00450,AST-0010,TECH-0020,Corrective,Medium,Completed,Hydraulic leak repair,2023-05-11 11:00:00,2023-05-11 18:42:44,2023-05-13 06:33:19,20.83,STR-001
WO-00451,AST-0028,,Preventive,Low,Open,Filter replacement,2023-04-24 09:00:00,,,,
WO-00452,AST-0002,TECH-0015,Preventive,Low,Completed,Filter replacement,2023-05-22 20:00:00,2023-05-23 00:39:08,2023-05-29 06:55:07,18.6,
WO-00453,AST-0007,TECH-0003,Preventive,High,Completed,Filter replacement,2023-05-08 09:00:00,2023-05-08 11:25:18,2023-05-09 02:29:26,6.86,
WO-00454,AST-0024,TECH-0019,Inspection,High,Completed,Annual compliance check,2023-12-20 17:00:00,2023-12-20 21:49:18,2023-12-22 19:15:00,10.92,
WO-00455,AST-0008,TECH-0020,Preventive,Critical,Completed,Scheduled 500-hr inspection,2023-06-28 20:00:00,2023-06-29 02:37:42,2023-06-29 06:01:55,2.37,
WO-00456,AST-0011,,Corrective,Medium,Open,Electrical fault trace,2023-09-26 06:00:00,,,,MEC-001
WO-00457,AST-0025,,Corrective,High,Open,Hydraulic leak repair,2023-07-21 13:00:00,,,,ELE-002
WO-00458,AST-0024,TECH-0002,Corrective,Low,In Progress,Engine vibration fix,2023-06-22 07:00:00,2023-06-22 11:04:08,,,ELE-003
WO-00459,AST-0007,TECH-0018,Preventive,Medium,Completed,Lubrication service,2023-03-08 18:00:00,2023-03-08 19:30:41,2023-03-10 12:15:21,21.26,
WO-00460,AST-0007,TECH-0011,Preventive,High,Completed,Filter replacement,2023-12-17 20:00:00,2023-12-18 00:49:12,2023-12-18 13:03:52,3.58,
WO-00461,AST-0030,TECH-0008,Corrective,Critical,Completed,Electrical fault trace,2023-06-29 15:00:00,2023-06-29 21:39:42,2023-06-30 05:24:03,2.73,
WO-00462,AST-0027,TECH-0010,Corrective,Low,Completed,Hydraulic leak repair,2023-02-27 17:00:00,2023-02-27 17:54:32,2023-03-16 11:26:41,279.07,MEC-001
WO-00463,AST-0009,TECH-0018,Corrective,High,Completed,Engine vibration fix,2023-01-12 11:00:00,2023-01-12 13:04:03,2023-01-12 21:32:09,3.54,STR-002
WO-00464,AST-0010,TECH-0007,Inspection,High,Completed,NDT check,2023-01-10 12:00:00,2023-01-10 16:52:21,2023-01-10 22:27:18,0.76,
WO-00465,AST-0009,,Preventive,Medium,Open,Filter replacement,2023-07-18 16:00:00,,,,
WO-00466,AST-0011,TECH-0016,Inspection,Critical,Completed,Pre-flight walkaround,2023-11-29 12:00:00,2023-11-29 14:14:01,2023-11-29 17:57:48,0.3,
WO-00467,AST-0024,TECH-0006,Preventive,Medium,Completed,Scheduled 500-hr inspection,2023-12-31 06:00:00,2023-12-31 06:47:53,2024-01-04 15:43:49,41.13,
WO-00468,AST-0027,TECH-0001,Preventive,Medium,Completed,Filter replacement,2023-05-01 14:00:00,2023-05-01 16:34:08,2023-05-02 20:53:01,8.77,
WO-00469,AST-0022,TECH-0008,Preventive,High,Completed,Torque check,2023-03-12 07:00:00,2023-03-12 12:58:27,2023-03-13 05:58:41,11.87,
WO-00470,AST-0005,TECH-0007,Preventive,High,Cancelled,Lubrication service,2023-11-06 11:00:00,2023-11-06 14:52:07,,,
WO-00471,AST-0029,TECH-0017,Corrective,Medium,In Progress,Electrical fault trace,2023-03-12 10:00:00,2023-03-12 15:39:50,,,MEC-002
WO-00472,AST-0003,TECH-0018,Emergency,Low,In Progress,AOG engine fault,2023-10-17 20:00:00,2023-10-17 21:41:07,,,ELE-001
WO-00473,AST-0027,TECH-0009,Preventive,Low,Completed,Lubrication service,2023-06-13 20:00:00,2023-06-14 03:47:48,2023-06-24 08:14:25,145.81,
WO-00474,AST-0019,TECH-0020,Inspection,High,In Progress,Borescope inspection,2023-11-10 15:00:00,2023-11-10 17:30:05,,,
WO-00475,AST-0025,,Corrective,High,Open,Engine vibration fix,2023-02-10 17:00:00,,,,ELE-001
WO-00476,AST-0002,TECH-0014,Corrective,Medium,Completed,Hydraulic leak repair,2023-07-11 08:00:00,2023-07-11 14:53:27,2023-07-12 12:42:59,3.37,ELE-003
WO-00477,AST-0020,TECH-0016,Emergency,High,Completed,Critical avionics failure,2023-04-14 18:00:00,2023-04-14 20:02:03,2023-04-15 18:01:07,7.73,AVN-001
WO-00478,AST-0019,TECH-0020,Inspection,Medium,Completed,Pre-flight walkaround,2023-11-08 17:00:00,2023-11-08 23:40:56,2023-11-10 11:21:59,26.81,
WO-00479,AST-0018,TECH-0013,Corrective,Medium,Completed,Hydraulic leak repair,2023-01-22 20:00:00,2023-01-23 03:58:07,2023-01-24 15:43:54,21.03,ELE-002
WO-00480,AST-0029,TECH-0005,Preventive,Medium,Completed,Torque check,2023-05-27 13:00:00,2023-05-27 14:44:55,2023-05-30 06:46:35,35.34,
WO-00481,AST-0014,TECH-0011,Inspection,Medium,Completed,Annual compliance check,2023-02-27 08:00:00,2023-02-27 14:20:25,2023-03-05 17:31:14,15.93,
WO-00482,AST-0026,TECH-0006,Preventive,Medium,Completed,Scheduled 500-hr inspection,2023-04-14 20:00:00,2023-04-14 23:54:36,2023-04-17 03:39:46,37.56,
WO-00483,AST-0006,TECH-0013,Preventive,Medium,Completed,Torque check,2023-02-13 14:00:00,2023-02-13 19:48:16,2023-02-16 14:51:53,32.84,
WO-00484,AST-0014,TECH-0010,Preventive,High,Completed,Filter replacement,2023-12-04 19:00:00,2023-12-04 20:37:32,2023-12-06 03:03:53,17.34,
WO-00485,AST-0001,TECH-0015,Inspection,Low,Completed,Annual compliance check,2023-04-03 07:00:00,2023-04-03 14:14:20,2023-04-10 15:07:45,103.41,
WO-00486,AST-0007,,Inspection,Medium,Open,Annual compliance check,2023-09-10 09:00:00,,,,
WO-00487,AST-0007,TECH-0002,Corrective,Medium,Completed,Electrical fault trace,2023-01-04 09:00:00,2023-01-04 16:06:58,2023-01-06 16:27:45,31.72,ELE-001
WO-00488,AST-0020,TECH-0010,Preventive,High,In Progress,Filter replacement,2023-01-17 16:00:00,2023-01-17 20:50:08,,,
WO-00489,AST-0026,TECH-0018,Emergency,Critical,Completed,Emergency hydraulic failure,2023-04-02 08:00:00,2023-04-02 13:32:26,2023-04-02 16:24:54,1.37,AVN-001
WO-00490,AST-0012,,Inspection,Medium,Open,Annual compliance check,2023-06-03 11:00:00,,,,
WO-00491,AST-0014,TECH-0017,Inspection,Low,Completed,Borescope inspection,2023-02-03 10:00:00,2023-02-03 14:01:52,2023-02-09 11:54:59,37.37,
WO-00492,AST-0016,TECH-0020,Corrective,Medium,In Progress,Landing gear snag,2023-11-19 14:00:00,2023-11-19 21:54:14,,,MEC-002
WO-00493,AST-0016,TECH-0016,Corrective,High,Completed,Electrical fault trace,2023-11-16 11:00:00,2023-11-16 18:27:11,2023-11-17 08:11:18,8.01,STR-002
WO-00494,AST-0026,TECH-0004,Preventive,High,In Progress,Lubrication service,2023-03-02 06:00:00,2023-03-02 09:59:11,,,
WO-00495,AST-0010,TECH-0009,Inspection,Low,Completed,Pre-flight walkaround,2023-06-20 11:00:00,2023-06-20 15:42:11,2023-06-22 02:43:35,5.64,
WO-00496,AST-0001,TECH-0006,Preventive,Medium,Completed,Lubrication service,2023-01-04 07:00:00,2023-01-04 12:38:37,2023-01-06 18:09:40,26.37,
WO-00497,AST-0028,TECH-0018,Preventive,High,Completed,Filter replacement,2023-08-31 18:00:00,2023-08-31 18:46:00,2023-09-01 02:21:49,2.8,
WO-00498,AST-0001,TECH-0007,Corrective,Low,Completed,Landing gear snag,2023-01-29 19:00:00,2023-01-29 23:24:28,2023-02-03 22:27:39,52.88,
WO-00499,AST-0027,,Emergency,Low,Open,AOG engine fault,2023-03-18 10:00:00,,,,MEC-001
WO-00500,AST-0023,TECH-0011,Emergency,Medium,Completed,AOG engine fault,2023-10-20 15:00:00,2023-10-20 18:25:18,2023-10-23 07:30:35,36.73,ELE-003
